Tag;AVG_RH200_004;AVG_RH200_011;AVG_RH200_031;AVG_RH200_158;AVG_TA200_004;AVG_TA200_011;AVG_TA200_031;AVG_TA200_158;AVG_TB005_004;AVG_TB005_011;AVG_TB005_031;AVG_TB020_004;AVG_TB020_011;AVG_TB020_031;AVG_WV200_004;AVG_WV200_011;AVG_WV200_031;AVG_WV200_158;KWB_004;KWB_011;KWB_031;KWB_158;MAX_TA200max_004;MAX_TA200max_011;MAX_TA200max_031;MAX_TA200max_158;MIN_SS200_004;MIN_TA200min_004;MIN_TA200min_011;MIN_TA200min_031;MIN_TA200min_158;SUM_GS200_004;SUM_GS200_011;SUM_GS200_031;SUM_GS200_158;SUM_NN050_004;SUM_NN050_011;SUM_NN050_031;SUM_NN050_158;SUM_PAR200_004;SUM_PEN_004;SUM_PEN_011;SUM_PEN_031;SUM_PEN_158;SUM_SOH_004;SUM_SOH_011;SUM_SOH_031;SUM_SOH_158;SUM_UVA200_004;SUM_UVB200_004
25.01.2021;95,24;100,00;93,05;92,48;,94;1,15;,68;1,19;2,03;2,28;2,55;3,06;2,91;2,92;1,42;,42;,83;,38;1,25;1,49;,59;1,44;3,40;4,20;3,60;3,50;,00;-,40;-,60;-1,50;-1,10;697,80;697,80;621,50;852,90;2,03;1,72;,88;1,70;111,00;,78;,23;,29;,26;1,02;1,06;,65;1,90;32,80;-;
26.01.2021;87,75;92,46;86,17;84,38;2,22;2,25;2,01;2,03;1,93;1,99;2,22;2,88;2,63;2,67;4,36;3,32;3,77;,83;-,52;-,40;-,64;-,19;4,50;4,60;4,90;4,40;3,90;,20;,30;-,20;-1,00;1363,90;1363,90;578,40;1796,60;,00;,00;,00;,00;175,50;,52;,40;,64;,19;4,76;4,83;,34;7,20;52,70;-;
27.01.2021;98,23;100,00;96,17;95,75;1,00;1,05;,88;1,17;1,09;1,64;1,85;2,42;2,30;2,31;2,69;1,82;1,82;,38;2,90;1,47;2,61;2,47;3,00;3,00;2,50;2,50;3,90;,00;-,50;-1,00;,00;480,90;480,90;427,40;388,60;3,18;1,68;2,93;2,80;79,60;,28;,21;,32;,33;,00;,00;,00;,00;26,00;2,60;
28.01.2021;95,55;99,49;94,20;94,80;7,36;7,10;6,78;7,07;4,13;3,42;3,61;3,20;2,98;3,20;4,26;2,80;2,65;,90;5,71;8,03;10,38;9,50;13,20;13,50;13,80;12,90;4,00;2,40;2,20;2,10;2,30;640,30;640,30;673,60;921,40;6,41;8,38;10,97;9,90;90,00;,70;,35;,59;,40;,52;,56;,78;2,07;26,30;67,60;
29.01.2021;88,74;95,02;86,11;86,56;9,79;9,75;9,44;9,76;7,20;5,92;5,87;5,79;5,03;5,25;4,98;3,85;4,47;1,43;1,89;-,05;,16;,08;11,70;11,90;13,00;12,40;4,00;8,00;8,20;7,30;8,10;929,20;929,20;1062,70;1466,00;2,73;,62;1,08;,60;128,70;,84;,67;,92;,52;2,06;2,11;2,90;5,00;38,70;101,80;
30.01.2021;94,69;98,77;93,46;92,66;5,61;5,20;4,17;5,23;5,91;5,48;5,16;5,98;5,44;5,29;3,61;1,61;2,65;1,20;7,12;7,05;5,38;4,12;9,00;9,60;8,50;10,00;4,00;,50;,70;,20;,60;515,50;515,50;460,50;497,20;7,62;7,39;5,91;4,60;82,10;,50;,34;,53;,48;,00;,00;,00;,00;26,70;75,60;
31.01.2021;97,79;99,73;94,52;95,70;1,93;1,89;1,26;1,79;3,68;3,85;3,53;4,74;4,43;3,97;1,60;,18;1,78;,90;-,01;,18;-,15;,45;3,30;3,70;2,70;3,50;4,00;,80;,40;,10;,50;470,20;470,20;255,60;459,30;,34;,49;,22;,80;76,40;,35;,31;,37;,35;,00;,00;,00;,00;25,20;71,40;
01.02.2021;100,00;100,00;99,07;100,00;4,22;3,84;3,45;3,61;4,58;4,13;3,95;4,69;4,30;4,00;1,18;,05;,64;,06;6,92;6,38;4,15;7,56;6,40;5,80;5,30;5,20;4,00;2,00;2,20;1,70;1,90;508,30;508,30;473,90;536,60;7,21;6,72;4,47;7,90;80,10;,29;,34;,32;,34;,00;,00;,00;,00;25,20;66,90;
02.02.2021;98,81;100,00;95,32;96,47;8,58;8,11;7,92;8,24;6,62;5,37;5,29;5,68;4,95;4,89;3,03;2,12;2,27;,54;4,23;,61;,85;,51;11,90;11,70;11,40;11,50;4,00;5,50;4,70;4,30;4,90;831,90;831,90;714,00;771,10;4,68;,88;1,26;,90;122,60;,45;,27;,41;,39;1,12;1,16;,54;,77;37,30;103,90;
03.02.2021;92,91;97,07;90,83;90,52;10,77;10,68;10,71;11,00;8,44;7,33;7,22;7,32;6,46;6,60;4,33;3,60;3,75;,98;5,96;6,88;8,40;7,04;12,00;13,10;14,30;12,40;4,00;9,60;9,70;9,40;9,80;500,00;500,00;468,90;567,10;6,75;7,47;9,25;7,60;81,50;,79;,59;,85;,56;,00;,00;,00;,00;25,90;71,00;
04.02.2021;84,93;85,87;83,60;80,90;8,06;8,19;7,56;8,07;7,33;6,63;6,78;7,28;6,59;6,73;2,14;1,50;2,21;,44;-,67;-,59;-,74;-,36;11,00;11,30;12,20;11,00;4,00;3,70;4,00;3,10;3,10;1813,90;1813,90;2103,70;1868,70;,00;,00;,00;,00;230,60;,67;,59;,74;,36;6,25;6,33;7,97;6,52;69,20;179,00;
05.02.2021;100,00;100,00;95,10;99,99;6,65;6,23;5,57;5,90;6,71;6,14;6,03;6,81;6,20;6,11;,91;,02;,50;,10;7,51;3,18;2,13;4,52;8,40;8,00;7,60;7,20;4,00;4,40;3,70;3,50;3,50;433,70;433,70;569,40;509,30;7,86;3,57;2,51;4,90;71,60;,35;,39;,38;,38;,00;,00;,00;,00;22,50;60,60;
06.02.2021;100,00;100,00;97,75;99,71;6,48;6,31;5,78;6,29;6,93;6,42;6,23;6,96;6,40;6,25;1,93;,22;1,96;,89;4,59;11,59;10,84;10,62;7,50;7,20;6,70;7,50;4,00;5,10;4,90;4,20;5,00;311,80;311,80;315,00;224,90;4,90;11,98;11,21;11,00;46,80;,31;,39;,37;,38;,00;,00;,00;,00;13,50;38,70;
07.02.2021;99,51;100,00;99,41;100,00;4,90;3,94;2,95;3,96;6,26;5,77;5,46;6,68;6,11;5,75;2,35;,51;1,46;,79;,51;1,51;3,61;2,39;8,10;5,70;4,80;5,90;4,00;-,10;-1,00;-1,80;-1,00;552,90;552,90;336,40;498,60;,90;1,83;3,91;2,70;83,50;,39;,32;,30;,31;,00;,00;,00;,00;25,90;73,10;
08.02.2021;100,00;100,00;96,73;99,43;-2,94;-2,89;-3,60;-3,24;2,25;3,06;3,16;4,76;4,54;4,10;4,13;1,37;1,79;1,87;,23;1,12;1,31;-,22;-,10;-,90;-1,70;-1,10;3,00;-5,00;-4,90;-5,50;-5,50;527,20;527,20;659,80;650,40;,39;1,34;1,57;,00;83,70;,16;,22;,26;,22;,00;,00;,00;,00;27,30;75,90;
09.02.2021;87,55;89,52;85,79;85,20;-5,86;-5,82;-6,28;-6,37;1,27;2,15;2,27;3,28;3,34;3,05;3,77;,68;2,10;1,71;-,25;-,28;-,35;-,33;-4,90;-4,80;-4,50;-5,40;3,00;-7,20;-7,30;-8,10;-7,80;723,30;723,30;914,50;890,80;,11;,00;,00;,00;115,70;,36;,28;,35;,33;,08;,11;1,12;,92;37,60;109,30;
10.02.2021;90,41;83,86;83,93;85,13;-7,68;-7,20;-7,39;-7,69;,52;1,23;1,50;2,40;2,49;2,27;4,62;1,21;1,70;2,41;-,21;-,34;-,39;-,34;-5,30;-4,10;-1,50;-4,90;3,00;-11,60;-10,40;-10,50;-10,30;1227,80;1227,80;1529,50;1366,10;,11;,00;,00;,00;188,40;,32;,34;,39;,34;2,55;2,60;4,17;3,23;59,40;173,10;
11.02.2021;88,95;88,23;87,78;89,85;-6,82;-5,42;-5,09;-5,86;,01;,65;1,04;1,82;1,79;1,73;,60;,13;,85;,12;-,43;-,36;-,32;-,23;,40;-,20;1,60;-,90;3,00;-12,90;-11,10;-10,40;-11,40;3327,10;3327,10;2606,70;2471,60;,00;,00;,00;,00;370,10;,43;,36;,32;,23;12,88;12,99;9,47;8,60;100,00;271,60;
12.02.2021;80,18;77,40;78,21;76,11;-5,98;-4,50;-4,48;-4,66;-,35;,38;,68;1,41;1,41;1,35;1,69;,85;2,82;1,03;-,63;-,57;-,75;-,58;-1,30;-,10;,60;,20;3,00;-11,80;-9,00;-8,20;-9,30;3470,90;3470,90;3281,60;3439,50;,00;,00;,00;,00;380,10;,63;,57;,75;,58;13,38;13,49;12,65;13,19;107,30;278,90;
13.02.2021;74,65;69,05;73,22;69,33;-5,61;-4,37;-4,75;-4,45;-1,08;,08;,28;1,00;1,06;,97;1,86;,73;2,25;1,04;-,71;-,62;-,89;-,65;-,90;1,00;2,70;1,00;3,00;-12,10;-9,60;-9,50;-8,30;3442,00;3442,00;3336,70;3296,40;,00;,00;,00;,00;382,40;,71;,62;,89;,65;13,03;13,14;12,72;12,29;109,80;284,70;
14.02.2021;76,69;73,70;73,13;71,64;-3,61;-2,91;-2,77;-3,01;-1,48;-,18;,01;,58;,76;,67;1,73;,36;1,33;,25;-,88;-,58;-,90;-,43;3,30;3,90;6,80;4,00;3,00;-11,00;-9,80;-9,30;-9,90;3591,40;3591,40;3404,20;3299,40;,00;,00;,00;,00;391,50;,88;,58;,90;,43;13,54;13,65;12,84;12,10;110,30;282,40;
15.02.2021;71,72;76,20;78,05;66,45;-,40;-,39;-1,30;,20;-,94;-,21;,06;,43;,63;,60;2,92;1,92;1,15;,50;-,27;,63;,38;,59;5,30;2,10;2,70;2,40;3,00;-4,60;-4,40;-7,10;-4,00;830,00;830,00;749,50;746,40;,64;1,41;,96;1,10;128,20;,91;,78;,58;,51;,23;,25;,00;,00;40,90;128,30;
16.02.2021;83,42;93,39;85,08;80,24;6,22;5,00;4,85;6,29;-,19;-,10;,11;,47;,58;,60;2,35;,75;1,01;,41;-,86;-,37;-,27;-,46;9,60;10,40;12,10;10,20;4,00;2,50;1,90;1,40;1,80;1768,30;1768,30;1761,30;2149,80;,00;,20;,44;,10;239,80;,86;,57;,71;,56;4,57;4,62;4,63;6,33;74,60;223,80;
17.02.2021;87,58;93,30;87,31;83,80;8,23;7,68;7,25;8,08;2,37;1,59;1,74;1,28;1,32;1,45;2,80;1,48;2,42;,36;-,89;-,50;-1,07;-,40;12,60;12,20;15,20;12,40;4,00;,80;1,00;1,60;2,20;1612,90;1612,90;1387,20;1827,90;,11;,24;,00;,20;210,00;1,00;,74;1,07;,60;3,73;3,78;2,76;4,71;62,00;171,50;
18.02.2021;91,48;95,96;90,29;87,78;5,13;4,73;4,17;5,39;2,75;2,35;2,08;2,50;2,35;2,12;1,70;,96;,98;,21;-,69;-,56;-,61;-,51;9,60;10,90;10,50;10,50;3,80;-,50;-1,10;-1,90;-,80;1596,60;1596,60;1623,10;1476,30;,00;,00;,00;,00;211,30;,69;,56;,61;,51;3,56;3,60;3,77;2,99;63,20;183,80;
19.02.2021;88,55;92,70;84,28;83,07;7,84;7,59;6,72;8,06;5,51;3,95;3,61;4,18;3,48;3,26;1,75;1,49;1,30;,58;-,78;-,66;-,89;-,69;13,10;12,70;14,70;12,80;4,00;,60;1,10;-1,20;,80;2839,10;2839,10;2773,50;2369,10;,18;,10;,00;,00;354,50;,96;,76;,89;,69;9,10;9,18;8,95;6,94;102,60;274,30;
20.02.2021;90,65;91,25;83,46;85,59;8,11;7,71;7,30;8,55;6,35;4,35;4,37;5,34;4,09;4,04;1,53;,85;,81;,26;-1,08;-,84;-,96;-,72;15,50;15,70;17,90;15,60;4,00;1,60;1,60;-,30;2,10;2788,60;2788,60;3013,90;2979,30;,00;,00;,00;,00;344,40;1,08;,84;,96;,72;8,72;8,79;9,88;9,54;100,70;292,70;
21.02.2021;84,52;84,25;80,56;88,36;8,12;7,35;6,54;6,33;6,53;4,22;4,57;5,77;4,25;4,41;1,04;,05;,66;,14;-1,34;-,65;-1,15;-,76;18,90;17,80;20,00;16,60;4,00;,20;-,60;-2,30;-,80;3486,90;3486,90;3540,40;3513,30;,00;,00;,00;,00;406,70;1,34;,65;1,15;,76;11,67;11,76;12,08;11,75;116,30;322,40;
22.02.2021;89,80;89,82;84,03;90,63;6,43;5,91;5,46;5,40;6,27;4,49;4,54;5,95;4,46;4,52;,89;,05;,68;,14;-,93;-,58;-,80;-,64;14,20;13,20;14,10;12,40;4,00;-,20;-,80;-1,80;-1,10;2784,00;2784,00;2790,80;2788,10;,00;,00;,00;,00;322,70;,93;,58;,80;,64;8,39;8,46;8,55;8,38;88,00;256,40;
23.02.2021;82,18;85,39;79,20;78,30;10,55;9,93;9,49;10,66;7,86;5,75;5,58;6,73;5,27;5,18;1,78;,85;1,05;,43;-1,59;-1,16;-1,33;-,97;19,50;19,20;20,90;19,10;4,00;3,90;3,30;1,80;2,90;3034,30;3034,30;3040,20;3073,90;,00;,00;,00;,00;362,00;1,59;1,16;1,33;,97;9,33;9,40;9,50;9,47;100,40;278,20;
24.02.2021;81,63;83,54;77,52;76,30;11,16;10,32;10,38;11,61;8,51;6,30;6,35;7,50;5,97;5,97;1,49;,63;,88;,42;-1,53;-1,14;-1,35;-1,04;19,40;20,10;21,80;19,70;4,00;4,10;2,60;3,60;5,30;3087,60;3087,60;3153,20;3158,90;,00;,00;,00;,00;366,80;1,53;1,14;1,35;1,04;9,40;9,47;9,83;9,68;102,40;297,00;
25.02.2021;76,84;75,84;73,96;71,76;10,71;9,80;9,49;11,07;8,36;6,34;6,64;7,78;6,23;6,38;1,39;,20;,75;,28;-1,79;-,85;-1,39;-,99;20,40;20,40;22,10;19,90;4,00;2,20;1,40;2,00;4,20;3491,40;3491,40;3583,20;3556,70;,00;,00;,00;,00;405,90;1,79;,85;1,39;,99;10,97;11,05;11,51;11,22;115,30;329,40;
26.02.2021;95,38;98,36;88,38;93,64;5,88;5,27;4,66;4,84;6,26;5,68;5,70;7,06;6,11;5,99;2,23;,60;,80;,80;-,75;1,03;-,18;,39;11,50;11,10;11,20;10,30;4,00;,60;,70;-,30;,10;888,50;888,50;692,30;890,40;,07;1,56;,42;1,00;119,00;,82;,53;,60;,61;,00;,00;,00;,00;34,80;110,10;
27.02.2021;85,69;84,94;83,30;87,09;5,37;5,08;4,05;4,38;5,96;4,82;5,00;6,33;5,35;5,19;2,94;,67;1,17;1,27;-1,47;-,92;-1,08;-1,04;11,40;10,40;12,40;9,50;4,00;,70;,80;-2,30;,00;3698,30;3698,30;3616,00;3912,20;,00;,00;,00;,00;435,90;1,47;,92;1,08;1,04;11,49;11,57;11,29;12,35;126,00;364,20;
28.02.2021;79,60;77,92;74,98;79,23;4,59;4,46;4,11;3,88;5,11;4,05;4,62;5,73;4,80;4,88;1,68;,46;1,25;,86;-1,44;-1,05;-1,43;-1,12;12,30;11,90;13,70;11,40;3,00;-1,80;-1,40;-2,60;-2,00;4016,50;4016,50;4036,60;3970,80;,00;,00;,00;,00;458,70;1,44;1,05;1,43;1,12;12,63;12,72;12,88;12,41;130,90;359,00;
01.03.2021;79,47;74,71;73,29;76,03;5,38;6,00;5,52;5,30;5,13;3,98;4,50;5,51;4,53;4,66;1,50;,44;1,20;,61;-1,43;-1,09;-1,64;-1,14;13,70;14,60;16,60;14,00;3,00;-2,30;-1,60;-1,90;-3,10;3952,00;3952,00;4061,80;3984,70;,00;,00;,00;,00;456,90;1,43;1,09;1,64;1,14;11,50;11,58;12,08;11,60;129,90;348,10;
02.03.2021;80,86;77,13;74,20;80,35;5,93;6,09;5,87;5,58;5,94;4,34;5,01;5,80;4,72;4,99;,78;,09;,63;,12;-1,31;-,90;-1,30;-,96;15,30;15,20;17,00;14,50;3,20;-2,20;-1,50;-,50;-1,80;4006,70;4006,70;4001,60;4015,10;,00;,00;,00;,00;454,70;1,31;,90;1,30;,96;11,54;11,62;11,67;11,55;130,30;342,80;
03.03.2021;82,80;83,72;78,84;81,21;6,43;6,42;5,63;6,49;6,01;4,83;5,08;5,99;5,01;5,09;1,16;,38;,73;,20;-1,18;-,89;-1,10;-,84;14,00;14,10;15,90;14,30;3,10;-,80;-,90;-1,70;-1,00;2514,60;2514,60;2711,90;2604,80;,00;,00;,00;,00;300,80;1,18;,89;1,10;,84;5,71;5,75;6,55;6,03;84,20;239,70;
04.03.2021;77,23;84,44;78,55;78,86;9,29;8,69;8,12;8,83;7,52;6,25;6,15;6,89;5,98;5,89;2,67;1,45;1,72;1,14;1,26;-1,05;-,19;-,81;16,00;15,30;15,90;16,00;4,00;4,70;3,30;2,20;3,10;2253,20;2253,20;2358,50;2417,20;2,99;,32;1,29;,50;279,00;1,73;1,37;1,48;1,31;4,61;4,65;5,09;5,21;81,20;239,30;
05.03.2021;83,44;78,69;75,45;78,23;4,08;4,38;3,76;3,78;5,59;5,99;5,90;6,58;6,33;6,08;3,10;1,17;1,55;1,78;-,97;-,85;-,92;-,97;6,80;7,40;9,70;6,60;3,00;-1,80;-1,50;-3,70;-2,90;1225,30;1225,30;1861,10;1927,40;,00;,00;,16;,00;175,90;,97;,85;1,08;,97;,68;,70;3,11;3,28;56,60;185,00;
06.03.2021;69,07;62,88;68,75;67,58;1,85;2,08;,93;1,26;3,89;3,66;4,19;5,02;4,80;4,72;1,45;,39;1,35;,60;-1,61;-1,22;-1,82;-1,19;9,10;9,10;10,80;8,70;3,00;-4,60;-4,60;-5,70;-5,10;4649,70;4649,70;4692,80;4472,20;,00;,00;,00;,00;525,10;1,61;1,22;1,82;1,19;13,26;13,34;13,57;12,58;149,60;413,10;
